organism_full,list_tested_classes,count_tested_classes,isolate_count
"Staphylococcus, coagulase negative","Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Lipopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",15,150
Stenotrophomonas maltophilia,Folate pathway antagonists,1,8378
Stenotrophomonas maltophilia,Fluoroquinolones,1,4288
Stenotrophomonas maltophilia,Cephalosporins,1,100
Stenotrophomonas maltophilia,β-lactam combination agents,1,24
Stenotrophomonas maltophilia,Lincosamides,1,14
Stenotrophomonas maltophilia,Carbapenems,1,12
Stenotrophomonas maltophilia,Aminoglycosides,1,4
Stenotrophomonas maltophilia,Penicillins,1,1
Stenotrophomonas maltophilia,"Fluoroquinolones, Folate pathway antagonists",2,27182
Stenotrophomonas maltophilia,"Cephalosporins, Folate pathway antagonists",2,503
Stenotrophomonas maltophilia,"Carbapenems, Folate pathway antagonists",2,116
Stenotrophomonas maltophilia,"Cephalosporins, Fluoroquinolones",2,107
Stenotrophomonas maltophilia,"Carbapenems, Fluoroquinolones",2,68
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins",2,21
Stenotrophomonas maltophilia,"Aminoglycosides, Folate pathway antagonists",2,12
Stenotrophomonas maltophilia,"Fluoroquinolones, β-lactam combination agents",2,12
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems",2,11
Stenotrophomonas maltophilia,"Aminoglycosides, Fluoroquinolones",2,11
Stenotrophomonas maltophilia,"Folate pathway antagonists, β-lactam combination agents",2,10
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins",2,8
Stenotrophomonas maltophilia,"Cephalosporins, β-lactam combination agents",2,8
Stenotrophomonas maltophilia,"Carbapenems, β-lactam combination agents",2,3
Stenotrophomonas maltophilia,"Cephalosporins, Lincosamides",2,3
Stenotrophomonas maltophilia,"Aminoglycosides, β-lactam combination agents",2,2
Stenotrophomonas maltophilia,"Glycopeptides, Penicillins",2,1
Stenotrophomonas maltophilia,"Penicillins, β-lactam combination agents",2,1
Stenotrophomonas maltophilia,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists",3,2057
Stenotrophomonas maltophilia,"Carbapenems, Fluoroquinolones, Folate pathway antagonists",3,438
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Folate pathway antagonists",3,197
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, β-lactam combination agents",3,110
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Folate pathway antagonists",3,98
Stenotrophomonas maltophilia,"Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",3,72
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Fluoroquinolones",3,51
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, β-lactam combination agents",3,50
Stenotrophomonas maltophilia,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists",3,32
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Fluoroquinolones",3,29
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins",3,28
Stenotrophomonas maltophilia,"Carbapenems, Folate pathway antagonists, β-lactam combination agents",3,27
Stenotrophomonas maltophilia,"Cephalosporins, Fluoroquinolones, β-lactam combination agents",3,22
Stenotrophomonas maltophilia,"Folate pathway antagonists, Tetracycline, Tetracyclines",3,17
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Folate pathway antagonists",3,5
Stenotrophomonas maltophilia,"Aminoglycosides, Folate pathway antagonists, β-lactam combination agents",3,4
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, β-lactam combination agents",3,2
Stenotrophomonas maltophilia,"Aminoglycosides, Fluoroquinolones, β-lactam combination agents",3,2
Stenotrophomonas maltophilia,"Fluoroquinolones, Folate pathway antagonists, Penicillins",3,2
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Fluoroquinolones",3,1
Stenotrophomonas maltophilia,"Carbapenems, Fluoroquinolones, β-lactam combination agents",3,1
Stenotrophomonas maltophilia,"Cephalosporins, Folate pathway antagonists, Phenicol",3,1
Stenotrophomonas maltophilia,"Cephalosporins, Folate pathway antagonists, β-lactam combination agents",3,1
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Folate pathway antagonists, β-lactam combination agents",4,745
Stenotrophomonas maltophilia,"Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines",4,370
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",4,359
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists",4,287
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, β-lactam combination agents",4,201
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists",4,138
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones",4,133
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",4,63
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",4,53
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",4,29
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Fluoroquinolones, β-lactam combination agents",4,22
Stenotrophomonas maltophilia,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",4,22
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins",4,20
Stenotrophomonas maltophilia,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",4,20
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",4,18
Stenotrophomonas maltophilia,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",4,11
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Fluoroquinolones, β-lactam combination agents",4,10
Stenotrophomonas maltophilia,"Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",4,9
Stenotrophomonas maltophilia,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Phenicol",4,5
Stenotrophomonas maltophilia,"Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",4,5
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins",4,3
Stenotrophomonas maltophilia,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides",4,2
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Fluoroquinolones, Penicillins",4,1
Stenotrophomonas maltophilia,"Aminoglycosides, Folate pathway antagonists, Lincosamides, Macrolides",4,1
Stenotrophomonas maltophilia,"Aminoglycosides, Folate pathway antagonists, Tetracycline, Tetracyclines",4,1
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins",4,1
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents",4,1
Stenotrophomonas maltophilia,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins",4,1
Stenotrophomonas maltophilia,"Carbapenems, Folate pathway antagonists, Tetracycline, Tetracyclines",4,1
Stenotrophomonas maltophilia,"Glycopeptides, Penicillins, Tetracycline, Tetracyclines",4,1
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",5,1320
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",5,652
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",5,140
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents",5,121
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",5,108
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",5,90
Stenotrophomonas maltophilia,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines",5,83
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",5,67
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins",5,32
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",5,23
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Folate pathway antagonists, Penicillins, β-lactam combination agents",5,19
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Folate pathway antagonists, Glycopeptides, β-lactam combination agents",5,6
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Folate pathway antagonists, Lincosamides, β-lactam combination agents",5,6
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",5,4
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",5,4
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides",5,2
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins",5,2
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Tetracycline, Tetracyclines",5,2
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Fluoroquinolones, Phenicol, β-lactam combination agents",5,2
Stenotrophomonas maltophilia,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",5,2
Stenotrophomonas maltophilia,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",5,2
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Folate pathway antagonists, Tetracycline, Tetracyclines",5,1
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",5,1
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Lincosamides, Tetracycline, Tetracyclines",5,1
Stenotrophomonas maltophilia,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",5,1
Stenotrophomonas maltophilia,"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins",5,1
Stenotrophomonas maltophilia,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins",5,1
Stenotrophomonas maltophilia,"Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines, β-lactam combination agents",5,1
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",6,2510
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",6,1705
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",6,241
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",6,48
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",6,41
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",6,40
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lincosamides, β-lactam combination agents",6,6
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, β-lactam combination agents",6,5
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",6,5
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Phenicol, β-lactam combination agents",6,2
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Tetracycline, Tetracyclines",6,1
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Glycopeptides, Penicillins, β-lactam combination agents",6,1
Stenotrophomonas maltophilia,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides, β-lactam combination agents",6,1
Stenotrophomonas maltophilia,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines, β-lactam combination agents",6,1
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",7,12909
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines",7,84
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Phenicol, β-lactam combination agents",7,9
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Tetracycline, Tetracyclines, β-lactam combination agents",7,6
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, β-lactam combination agents",7,3
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Penicillins, β-lactam combination agents",7,3
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, β-lactam combination agents",7,2
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Phenicol, β-lactam combination agents",7,2
Stenotrophomonas maltophilia,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines",7,2
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
Stenotrophomonas maltophilia,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",7,1
Stenotrophomonas maltophilia,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",7,1
Stenotrophomonas maltophilia,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",7,1
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines, β-lactam combination agents",8,70
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, β-lactam combination agents",8,62
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",8,29
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, β-lactam combination agents",8,2
Stenotrophomonas maltophilia,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",8,1
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,91
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",9,8
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",10,83
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, β-lactam combination agents",10,1
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",10,1
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",11,8
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",12,70
Stenotrophomonas maltophilia,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",13,3
Streptococcus agalactiae,Penicillins,1,933
Streptococcus agalactiae,Cephalosporins,1,264
Streptococcus agalactiae,Fluoroquinolones,1,94
Streptococcus agalactiae,Glycopeptides,1,49
Streptococcus agalactiae,Lincosamides,1,19
Streptococcus agalactiae,Macrolides,1,10
Streptococcus agalactiae,Phenicol,1,5
Streptococcus agalactiae,Carbapenems,1,1
Streptococcus agalactiae,"Cephalosporins, Glycopeptides",2,1003
Streptococcus agalactiae,"Macrolides, Penicillins",2,858
Streptococcus agalactiae,"Cephalosporins, Penicillins",2,450
Streptococcus agalactiae,"Glycopeptides, Penicillins",2,353
Streptococcus agalactiae,"Lincosamides, Macrolides",2,230
Streptococcus agalactiae,"Fluoroquinolones, Penicillins",2,144
Streptococcus agalactiae,"Carbapenems, Cephalosporins",2,68
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones",2,38
Streptococcus agalactiae,"Glycopeptides, Lincosamides",2,36
Streptococcus agalactiae,"Penicillins, Phenicol",2,26
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides",2,25
Streptococcus agalactiae,"Cephalosporins, Macrolides",2,19
Streptococcus agalactiae,"Glycopeptides, Macrolides",2,17
Streptococcus agalactiae,"Cephalosporins, Lincosamides",2,12
Streptococcus agalactiae,"Lincosamides, Penicillins",2,8
Streptococcus agalactiae,"Tetracycline, Tetracyclines",2,6
Streptococcus agalactiae,"Fluoroquinolones, Lincosamides",2,2
Streptococcus agalactiae,"Fluoroquinolones, Macrolides",2,2
Streptococcus agalactiae,"Glycopeptides, Phenicol",2,2
Streptococcus agalactiae,"Carbapenems, Glycopeptides",2,1
Streptococcus agalactiae,"Cephalosporins, Phenicol",2,1
Streptococcus agalactiae,"Macrolides, Phenicol",2,1
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Penicillins",3,1486
Streptococcus agalactiae,"Lincosamides, Macrolides, Penicillins",3,817
Streptococcus agalactiae,"Cephalosporins, Lincosamides, Macrolides",3,506
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Penicillins",3,284
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Penicillins",3,167
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides",3,123
Streptococcus agalactiae,"Cephalosporins, Lincosamides, Penicillins",3,122
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Penicillins",3,118
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Macrolides",3,116
Streptococcus agalactiae,"Cephalosporins, Macrolides, Penicillins",3,95
Streptococcus agalactiae,"Fluoroquinolones, Macrolides, Penicillins",3,77
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides",3,57
Streptococcus agalactiae,"Glycopeptides, Macrolides, Penicillins",3,53
Streptococcus agalactiae,"Fluoroquinolones, Lincosamides, Macrolides",3,47
Streptococcus agalactiae,"Lincosamides, Macrolides, Phenicol",3,37
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Macrolides",3,24
Streptococcus agalactiae,"Penicillins, Tetracycline, Tetracyclines",3,19
Streptococcus agalactiae,"Glycopeptides, Penicillins, Phenicol",3,12
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Phenicol",3,11
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones",3,9
Streptococcus agalactiae,"Carbapenems, Glycopeptides, Penicillins",3,7
Streptococcus agalactiae,"Fluoroquinolones, Lincosamides, Penicillins",3,7
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Macrolides",3,6
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides",3,6
Streptococcus agalactiae,"Glycopeptides, Tetracycline, Tetracyclines",3,5
Streptococcus agalactiae,"Macrolides, Tetracycline, Tetracyclines",3,5
Streptococcus agalactiae,"Fluoroquinolones, Tetracycline, Tetracyclines",3,4
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Macrolides",3,3
Streptococcus agalactiae,"Carbapenems, Lincosamides, Macrolides",3,2
Streptococcus agalactiae,"Lincosamides, Tetracycline, Tetracyclines",3,2
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Penicillins",3,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Lincosamides",3,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Phenicol",3,1
Streptococcus agalactiae,"Cephalosporins, Lincosamides, Phenicol",3,1
Streptococcus agalactiae,"Cephalosporins, Penicillins, Phenicol",3,1
Streptococcus agalactiae,"Fluoroquinolones, Macrolides, Phenicol",3,1
Streptococcus agalactiae,"Fluoroquinolones, Penicillins, Phenicol",3,1
Streptococcus agalactiae,"Glycopeptides, Lipoglycopeptides, Penicillins",3,1
Streptococcus agalactiae,"Glycopeptides, Macrolides, Phenicol",3,1
Streptococcus agalactiae,"Lincosamides, Penicillins, Phenicol",3,1
Streptococcus agalactiae,"Cephalosporins, Lincosamides, Macrolides, Penicillins",4,1374
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Macrolides",4,1234
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Penicillins",4,868
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Macrolides, Penicillins",4,593
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Macrolides, Penicillins",4,490
Streptococcus agalactiae,"Glycopeptides, Penicillins, Tetracycline, Tetracyclines",4,409
Streptococcus agalactiae,"Fluoroquinolones, Lincosamides, Macrolides, Penicillins",4,383
Streptococcus agalactiae,"Lincosamides, Macrolides, Penicillins, Phenicol",4,246
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides",4,201
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides",4,130
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Lincosamides, Penicillins",4,81
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Penicillins",4,71
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides",4,50
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Macrolides, Penicillins",4,41
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins",4,34
Streptococcus agalactiae,"Cephalosporins, Penicillins, Tetracycline, Tetracyclines",4,28
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Tetracycline, Tetracyclines",4,25
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Macrolides, Phenicol",4,25
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Macrolides, Penicillins",4,23
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides",4,18
Streptococcus agalactiae,"Lincosamides, Macrolides, Tetracycline, Tetracyclines",4,16
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Penicillins, Phenicol",4,15
Streptococcus agalactiae,"Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines",4,14
Streptococcus agalactiae,"Cephalosporins, Lincosamides, Macrolides, Phenicol",4,13
Streptococcus agalactiae,"Lincosamides, Penicillins, Tetracycline, Tetracyclines",4,13
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Glycopeptides, Phenicol",4,12
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Tetracycline, Tetracyclines",4,11
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Tetracycline, Tetracyclines",4,11
Streptococcus agalactiae,"Glycopeptides, Macrolides, Penicillins, Phenicol",4,10
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Penicillins, Phenicol",4,9
Streptococcus agalactiae,"Glycopeptides, Macrolides, Tetracycline, Tetracyclines",4,8
Streptococcus agalactiae,"Macrolides, Penicillins, Tetracycline, Tetracyclines",4,8
Streptococcus agalactiae,"Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins",4,6
Streptococcus agalactiae,"Glycopeptides, Phenicol, Tetracycline, Tetracyclines",4,6
Streptococcus agalactiae,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Penicillins",4,5
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Macrolides, Phenicol",4,4
Streptococcus agalactiae,"Fluoroquinolones, Macrolides, Penicillins, Phenicol",4,4
Streptococcus agalactiae,"Fluoroquinolones, Macrolides, Tetracycline, Tetracyclines",4,4
Streptococcus agalactiae,"Fluoroquinolones, Phenicol, Tetracycline, Tetracyclines",4,4
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Lincosamides, Macrolides",4,3
Streptococcus agalactiae,"Carbapenems, Glycopeptides, Macrolides, Penicillins",4,3
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lincosamides, Phenicol",4,3
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Lipoglycopeptides, Penicillins",4,3
Streptococcus agalactiae,"Cephalosporins, Glycopeptides, Macrolides, Phenicol",4,3
Streptococcus agalactiae,"Fluoroquinolones, Glycopeptides, Penicillins, Phenicol",4,3
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Penicillins, Phenicol",4,2
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Tetracycline, Tetracyclines",4,2
Streptococcus agalactiae,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins",4,1
Streptococcus agalactiae,"Aminoglycosides, Fluoroquinolones, Macrolides, Penicillins",4,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides",4,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Glycopeptides, Penicillins",4,1
Streptococcus agalactiae,"Carbapenems, Cephalosporins, Lincosamides, Penicillins",4,1
Streptococcus agalactiae,"Cephalosporins, Fluoroquinolones, Macrolides, Phenicol",4,1
Streptococcus agalactiae,"Cephalosporins, Folate pathway antagonists, Macrolides, Penicillins",4,1
Streptococcus agalactiae,"Cephalosporins, Macrolides, Penicillins, Phenicol",4,1
