"Pathogen","MDR_Pattern","region_id","Year","Predicted_Percent","pct_change","label_text"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",6,"2026 Prediction",15.9726828284247,-0.021860628852699,"-0.02%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",6,"2027 Prediction",25.2957833528022,9.30123989552486,"+9.30%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",7,"2025 Prediction",15.9219631597002,0,"+0.00%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",7,"2026 Prediction",15.9037319586097,-0.0182312010904906,"-0.02%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",7,"2027 Prediction",25.2372024359973,9.3152392762971,"+9.32%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",8,"2025 Prediction",15.8264042024248,0,"+0.00%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",8,"2026 Prediction",15.8128989916791,-0.0135052107457012,"-0.01%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",8,"2027 Prediction",25.159710470108,9.33330626768323,"+9.33%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",9,"2025 Prediction",15.1952858347224,0,"+0.00%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",9,"2026 Prediction",15.2125512555938,0.0172654208713763,"+0.02%"
