organism,antibiotic,result,total_count
"Streptococcus, beta-hemolytic not Group A,B,D",meropenem,S,1289
"Streptococcus, beta-hemolytic not Group A,B,D",oxacillin,R,1
"Streptococcus, beta-hemolytic not Group A,B,D",oxacillin,S,319
"Streptococcus, beta-hemolytic not Group A,B,D",penicillin,R,7
"Streptococcus, beta-hemolytic not Group A,B,D",penicillin,S,13233
"Streptococcus, beta-hemolytic not Group A,B,D",piperacillin/tazobactam,I,1
"Streptococcus, beta-hemolytic not Group A,B,D",teicoplanin,S,9
"Streptococcus, beta-hemolytic not Group A,B,D",tetracycline,I,451
"Streptococcus, beta-hemolytic not Group A,B,D",tetracycline,R,2897
"Streptococcus, beta-hemolytic not Group A,B,D",tetracycline,S,1125
"Streptococcus, beta-hemolytic not Group A,B,D",trimethoprim/sulfamethoxazole,I,1
"Streptococcus, beta-hemolytic not Group A,B,D",trimethoprim/sulfamethoxazole,R,3
"Streptococcus, beta-hemolytic not Group A,B,D",trimethoprim/sulfamethoxazole,S,196
"Streptococcus, beta-hemolytic not Group A,B,D",vancomycin,S,14372
Streptococcuss spp. Viridans Group,amikacin,I,1
Streptococcuss spp. Viridans Group,amikacin,S,1
Streptococcuss spp. Viridans Group,amoxicillin/clavulanic acid,R,2
Streptococcuss spp. Viridans Group,amoxicillin/clavulanic acid,S,26
Streptococcuss spp. Viridans Group,ampicillin,I,921
Streptococcuss spp. Viridans Group,ampicillin,R,629
Streptococcuss spp. Viridans Group,ampicillin,S,6360
Streptococcuss spp. Viridans Group,cefazolin,R,3
Streptococcuss spp. Viridans Group,cefazolin,S,34
Streptococcuss spp. Viridans Group,cefepime,I,81
Streptococcuss spp. Viridans Group,cefepime,R,160
Streptococcuss spp. Viridans Group,cefepime,S,3193
Streptococcuss spp. Viridans Group,cefotaxime,I,890
Streptococcuss spp. Viridans Group,cefotaxime,R,2624
Streptococcuss spp. Viridans Group,cefotaxime,S,22175
Streptococcuss spp. Viridans Group,cefoxitin,R,1
Streptococcuss spp. Viridans Group,cefoxitin,S,15
Streptococcuss spp. Viridans Group,ceftazidime,R,7
Streptococcuss spp. Viridans Group,ceftazidime,S,8
Streptococcuss spp. Viridans Group,ceftriaxone,I,968
Streptococcuss spp. Viridans Group,ceftriaxone,R,2440
Streptococcuss spp. Viridans Group,ceftriaxone,S,19421
Streptococcuss spp. Viridans Group,cefuroxime,S,4
Streptococcuss spp. Viridans Group,chloramphenicol,I,714
Streptococcuss spp. Viridans Group,chloramphenicol,R,475
Streptococcuss spp. Viridans Group,chloramphenicol,S,9958
Streptococcuss spp. Viridans Group,ciprofloxacin,I,17
Streptococcuss spp. Viridans Group,ciprofloxacin,R,123
Streptococcuss spp. Viridans Group,ciprofloxacin,S,153
Streptococcuss spp. Viridans Group,clindamycin,I,688
Streptococcuss spp. Viridans Group,clindamycin,R,8898
Streptococcuss spp. Viridans Group,clindamycin,S,23241
Streptococcuss spp. Viridans Group,ertapenem,S,1839
Streptococcuss spp. Viridans Group,erythromycin,I,2431
Streptococcuss spp. Viridans Group,erythromycin,R,10947
Streptococcuss spp. Viridans Group,erythromycin,S,21939
Streptococcuss spp. Viridans Group,fosfomycin,I,3
Streptococcuss spp. Viridans Group,fosfomycin,R,30
Streptococcuss spp. Viridans Group,fosfomycin,S,28
Streptococcuss spp. Viridans Group,gentamicin,I,10
Streptococcuss spp. Viridans Group,gentamicin,R,21
Streptococcuss spp. Viridans Group,gentamicin,S,91
Streptococcuss spp. Viridans Group,gentamicin high,S,3
Streptococcuss spp. Viridans Group,imipenem,R,9
Streptococcuss spp. Viridans Group,imipenem,S,152
Streptococcuss spp. Viridans Group,levofloxacin,I,219
Streptococcuss spp. Viridans Group,levofloxacin,R,1261
Streptococcuss spp. Viridans Group,levofloxacin,S,16587
Streptococcuss spp. Viridans Group,meropenem,I,9
Streptococcuss spp. Viridans Group,meropenem,R,34
Streptococcuss spp. Viridans Group,meropenem,S,2834
Streptococcuss spp. Viridans Group,nitrofurantoin,S,1
Streptococcuss spp. Viridans Group,norfloxacin,R,16
Streptococcuss spp. Viridans Group,norfloxacin,S,3
Streptococcuss spp. Viridans Group,oxacillin,I,109
Streptococcuss spp. Viridans Group,oxacillin,R,151
Streptococcuss spp. Viridans Group,oxacillin,S,1236
Streptococcuss spp. Viridans Group,penicillin,I,3022
Streptococcuss spp. Viridans Group,penicillin,R,1214
Streptococcuss spp. Viridans Group,penicillin,S,10153
Streptococcuss spp. Viridans Group,piperacillin/tazobactam,I,1
Streptococcuss spp. Viridans Group,piperacillin/tazobactam,R,2
Streptococcuss spp. Viridans Group,piperacillin/tazobactam,S,2
Streptococcuss spp. Viridans Group,teicoplanin,S,23
Streptococcuss spp. Viridans Group,tetracycline,I,489
Streptococcuss spp. Viridans Group,tetracycline,R,6921
Streptococcuss spp. Viridans Group,tetracycline,S,3704
Streptococcuss spp. Viridans Group,trimethoprim/sulfamethoxazole,I,14
Streptococcuss spp. Viridans Group,trimethoprim/sulfamethoxazole,R,202
Streptococcuss spp. Viridans Group,trimethoprim/sulfamethoxazole,S,786
Streptococcuss spp. Viridans Group,vancomycin,I,1
Streptococcuss spp. Viridans Group,vancomycin,R,8
Streptococcuss spp. Viridans Group,vancomycin,S,36573
Vibrio cholerae ,amikacin,S,21
Vibrio cholerae ,amoxicillin/clavulanic acid,S,21
Vibrio cholerae ,ampicillin,I,1
Vibrio cholerae ,ampicillin,R,6
Vibrio cholerae ,ampicillin,S,21
Vibrio cholerae ,ampicillin/sulbactam,R,1
Vibrio cholerae ,ampicillin/sulbactam,S,2
Vibrio cholerae ,cefepime,S,7
Vibrio cholerae ,cefoperazone/sulbactam,S,2
Vibrio cholerae ,cefotaxime,I,1
Vibrio cholerae ,cefotaxime,R,1
Vibrio cholerae ,cefotaxime,S,22
Vibrio cholerae ,cefoxitin,S,11
Vibrio cholerae ,ceftazidime,S,23
Vibrio cholerae ,ceftriaxone,S,1
Vibrio cholerae ,cefuroxime,S,7
Vibrio cholerae ,chloramphenicol,S,2
Vibrio cholerae ,ciprofloxacin,I,2
Vibrio cholerae ,ciprofloxacin,S,36
Vibrio cholerae ,gentamicin,S,19
Vibrio cholerae ,imipenem,I,4
Vibrio cholerae ,imipenem,R,1
Vibrio cholerae ,imipenem,S,13
Vibrio cholerae ,levofloxacin,S,10
Vibrio cholerae ,meropenem,S,20
Vibrio cholerae ,norfloxacin,S,1
Vibrio cholerae ,piperacillin/tazobactam,S,19
Vibrio cholerae ,tetracycline,R,1
Vibrio cholerae ,tetracycline,S,10
Vibrio cholerae ,trimethoprim/sulfamethoxazole,R,5
Vibrio cholerae ,trimethoprim/sulfamethoxazole,S,37
Vibrio cholerae O1,amikacin,I,1
Vibrio cholerae O1,amikacin,S,96
Vibrio cholerae O1,amoxicillin/clavulanic acid,I,8
Vibrio cholerae O1,amoxicillin/clavulanic acid,R,2
Vibrio cholerae O1,amoxicillin/clavulanic acid,S,78
Vibrio cholerae O1,ampicillin,I,18
Vibrio cholerae O1,ampicillin,R,45
Vibrio cholerae O1,ampicillin,S,106
Vibrio cholerae O1,ampicillin/sulbactam,I,2
Vibrio cholerae O1,ampicillin/sulbactam,R,3
Vibrio cholerae O1,ampicillin/sulbactam,S,18
Vibrio cholerae O1,cefazolin,R,5
Vibrio cholerae O1,cefepime,R,3
Vibrio cholerae O1,cefepime,S,54
Vibrio cholerae O1,cefoperazone/sulbactam,S,1
Vibrio cholerae O1,cefotaxime,I,2
Vibrio cholerae O1,cefotaxime,R,12
Vibrio cholerae O1,cefotaxime,S,104
Vibrio cholerae O1,cefoxitin,I,2
Vibrio cholerae O1,cefoxitin,R,2
Vibrio cholerae O1,cefoxitin,S,54
Vibrio cholerae O1,ceftazidime,R,4
Vibrio cholerae O1,ceftazidime,S,88
Vibrio cholerae O1,ceftriaxone,S,3
Vibrio cholerae O1,cefuroxime,R,2
Vibrio cholerae O1,cefuroxime,S,22
Vibrio cholerae O1,chloramphenicol,S,11
Vibrio cholerae O1,ciprofloxacin,I,2
Vibrio cholerae O1,ciprofloxacin,S,147
Vibrio cholerae O1,ertapenem,S,2
Vibrio cholerae O1,gentamicin,R,1
Vibrio cholerae O1,gentamicin,S,87
Vibrio cholerae O1,imipenem,I,17
Vibrio cholerae O1,imipenem,R,7
Vibrio cholerae O1,imipenem,S,36
Vibrio cholerae O1,levofloxacin,S,65
Vibrio cholerae O1,meropenem,R,4
Vibrio cholerae O1,meropenem,S,86
Vibrio cholerae O1,norfloxacin,S,4
Vibrio cholerae O1,piperacillin/tazobactam,I,2
Vibrio cholerae O1,piperacillin/tazobactam,R,1
Vibrio cholerae O1,piperacillin/tazobactam,S,88
Vibrio cholerae O1,tetracycline,I,7
Vibrio cholerae O1,tetracycline,R,9
Vibrio cholerae O1,tetracycline,S,70
Vibrio cholerae O1,trimethoprim/sulfamethoxazole,R,31
Vibrio cholerae O1,trimethoprim/sulfamethoxazole,S,165
"Vibrio cholerae non O1, non O139",amikacin,I,3
"Vibrio cholerae non O1, non O139",amikacin,R,1
"Vibrio cholerae non O1, non O139",amikacin,S,232
"Vibrio cholerae non O1, non O139",amoxicillin/clavulanic acid,I,21
"Vibrio cholerae non O1, non O139",amoxicillin/clavulanic acid,R,10
"Vibrio cholerae non O1, non O139",amoxicillin/clavulanic acid,S,195
"Vibrio cholerae non O1, non O139",ampicillin,I,114
"Vibrio cholerae non O1, non O139",ampicillin,R,199
"Vibrio cholerae non O1, non O139",ampicillin,S,862
"Vibrio cholerae non O1, non O139",ampicillin/sulbactam,I,5
"Vibrio cholerae non O1, non O139",ampicillin/sulbactam,R,2
"Vibrio cholerae non O1, non O139",ampicillin/sulbactam,S,35
"Vibrio cholerae non O1, non O139",cefazolin,I,1
"Vibrio cholerae non O1, non O139",cefazolin,R,13
"Vibrio cholerae non O1, non O139",cefepime,I,3
"Vibrio cholerae non O1, non O139",cefepime,R,3
"Vibrio cholerae non O1, non O139",cefepime,S,132
"Vibrio cholerae non O1, non O139",cefoperazone/sulbactam,S,9
"Vibrio cholerae non O1, non O139",cefotaxime,I,4
"Vibrio cholerae non O1, non O139",cefotaxime,R,21
"Vibrio cholerae non O1, non O139",cefotaxime,S,358
"Vibrio cholerae non O1, non O139",cefoxitin,I,12
"Vibrio cholerae non O1, non O139",cefoxitin,R,8
"Vibrio cholerae non O1, non O139",cefoxitin,S,119
"Vibrio cholerae non O1, non O139",ceftazidime,I,3
"Vibrio cholerae non O1, non O139",ceftazidime,R,7
"Vibrio cholerae non O1, non O139",ceftazidime,S,284
"Vibrio cholerae non O1, non O139",ceftriaxone,R,1
"Vibrio cholerae non O1, non O139",ceftriaxone,S,17
"Vibrio cholerae non O1, non O139",cefuroxime,I,2
"Vibrio cholerae non O1, non O139",cefuroxime,R,5
"Vibrio cholerae non O1, non O139",cefuroxime,S,76
"Vibrio cholerae non O1, non O139",chloramphenicol,I,7
"Vibrio cholerae non O1, non O139",chloramphenicol,S,89
"Vibrio cholerae non O1, non O139",ciprofloxacin,I,56
"Vibrio cholerae non O1, non O139",ciprofloxacin,R,10
"Vibrio cholerae non O1, non O139",ciprofloxacin,S,1037
"Vibrio cholerae non O1, non O139",ertapenem,S,16
"Vibrio cholerae non O1, non O139",fosfomycin,S,3
"Vibrio cholerae non O1, non O139",gentamicin,I,2
"Vibrio cholerae non O1, non O139",gentamicin,R,4
"Vibrio cholerae non O1, non O139",gentamicin,S,260
"Vibrio cholerae non O1, non O139",imipenem,I,29
"Vibrio cholerae non O1, non O139",imipenem,R,7
"Vibrio cholerae non O1, non O139",imipenem,S,150
"Vibrio cholerae non O1, non O139",levofloxacin,I,1
"Vibrio cholerae non O1, non O139",levofloxacin,R,1
"Vibrio cholerae non O1, non O139",levofloxacin,S,126
"Vibrio cholerae non O1, non O139",meropenem,I,5
"Vibrio cholerae non O1, non O139",meropenem,R,3
"Vibrio cholerae non O1, non O139",meropenem,S,218
"Vibrio cholerae non O1, non O139",norfloxacin,S,33
"Vibrio cholerae non O1, non O139",piperacillin/tazobactam,I,2
"Vibrio cholerae non O1, non O139",piperacillin/tazobactam,R,1
"Vibrio cholerae non O1, non O139",piperacillin/tazobactam,S,207
"Vibrio cholerae non O1, non O139",tetracycline,I,23
"Vibrio cholerae non O1, non O139",tetracycline,R,31
"Vibrio cholerae non O1, non O139",tetracycline,S,758
"Vibrio cholerae non O1, non O139",trimethoprim/sulfamethoxazole,I,12
"Vibrio cholerae non O1, non O139",trimethoprim/sulfamethoxazole,R,126
"Vibrio cholerae non O1, non O139",trimethoprim/sulfamethoxazole,S,1160
Vibrio parahaemolyticus,amikacin,I,19
Vibrio parahaemolyticus,amikacin,R,18
Vibrio parahaemolyticus,amikacin,S,670
Vibrio parahaemolyticus,amoxicillin/clavulanic acid,I,9
Vibrio parahaemolyticus,amoxicillin/clavulanic acid,R,19
Vibrio parahaemolyticus,amoxicillin/clavulanic acid,S,720
Vibrio parahaemolyticus,ampicillin,I,180
Vibrio parahaemolyticus,ampicillin,R,4502
Vibrio parahaemolyticus,ampicillin,S,244
Vibrio parahaemolyticus,ampicillin/sulbactam,R,3
Vibrio parahaemolyticus,ampicillin/sulbactam,S,128
Vibrio parahaemolyticus,cefazolin,I,8
Vibrio parahaemolyticus,cefazolin,R,37
Vibrio parahaemolyticus,cefazolin,S,5
Vibrio parahaemolyticus,cefepime,I,13
Vibrio parahaemolyticus,cefepime,R,4
Vibrio parahaemolyticus,cefepime,S,435
Vibrio parahaemolyticus,cefoperazone/sulbactam,S,9
Vibrio parahaemolyticus,cefotaxime,I,71
Vibrio parahaemolyticus,cefotaxime,R,59
Vibrio parahaemolyticus,cefotaxime,S,1729
Vibrio parahaemolyticus,cefoxitin,I,18
Vibrio parahaemolyticus,cefoxitin,R,12
Vibrio parahaemolyticus,cefoxitin,S,334
Vibrio parahaemolyticus,ceftazidime,I,12
Vibrio parahaemolyticus,ceftazidime,R,18
Vibrio parahaemolyticus,ceftazidime,S,1220
Vibrio parahaemolyticus,ceftriaxone,R,2
Vibrio parahaemolyticus,ceftriaxone,S,107
Vibrio parahaemolyticus,cefuroxime,I,104
Vibrio parahaemolyticus,cefuroxime,R,12
Vibrio parahaemolyticus,cefuroxime,S,68
Vibrio parahaemolyticus,chloramphenicol,I,5
Vibrio parahaemolyticus,chloramphenicol,R,8
Vibrio parahaemolyticus,chloramphenicol,S,1489
Vibrio parahaemolyticus,ciprofloxacin,I,96
Vibrio parahaemolyticus,ciprofloxacin,R,20
Vibrio parahaemolyticus,ciprofloxacin,S,4733
Vibrio parahaemolyticus,ertapenem,S,5
Vibrio parahaemolyticus,gentamicin,I,20
Vibrio parahaemolyticus,gentamicin,R,9
Vibrio parahaemolyticus,gentamicin,S,942
Vibrio parahaemolyticus,imipenem,I,4
Vibrio parahaemolyticus,imipenem,R,3
Vibrio parahaemolyticus,imipenem,S,500
Vibrio parahaemolyticus,levofloxacin,I,1
Vibrio parahaemolyticus,levofloxacin,R,1
Vibrio parahaemolyticus,levofloxacin,S,538
Vibrio parahaemolyticus,meropenem,I,5
Vibrio parahaemolyticus,meropenem,R,3
Vibrio parahaemolyticus,meropenem,S,577
Vibrio parahaemolyticus,norfloxacin,S,211
Vibrio parahaemolyticus,piperacillin/tazobactam,I,3
Vibrio parahaemolyticus,piperacillin/tazobactam,R,5
Vibrio parahaemolyticus,piperacillin/tazobactam,S,634
Vibrio parahaemolyticus,tetracycline,I,7
Vibrio parahaemolyticus,tetracycline,R,55
Vibrio parahaemolyticus,tetracycline,S,3962
Vibrio parahaemolyticus,trimethoprim/sulfamethoxazole,I,8
Vibrio parahaemolyticus,trimethoprim/sulfamethoxazole,R,45
Vibrio parahaemolyticus,trimethoprim/sulfamethoxazole,S,5602
Vibrio spp.,amikacin,I,48
Vibrio spp.,amikacin,R,26
Vibrio spp.,amikacin,S,1076
Vibrio spp.,amoxicillin/clavulanic acid,I,82
Vibrio spp.,amoxicillin/clavulanic acid,R,133
Vibrio spp.,amoxicillin/clavulanic acid,S,978
Vibrio spp.,ampicillin,I,84
Vibrio spp.,ampicillin,R,698
Vibrio spp.,ampicillin,S,1049
Vibrio spp.,ampicillin/sulbactam,I,11
Vibrio spp.,ampicillin/sulbactam,R,20
Vibrio spp.,ampicillin/sulbactam,S,254
Vibrio spp.,cefazolin,I,1
Vibrio spp.,cefazolin,R,58
Vibrio spp.,cefazolin,S,4
Vibrio spp.,cefepime,I,37
Vibrio spp.,cefepime,R,42
Vibrio spp.,cefepime,S,627
Vibrio spp.,cefoperazone/sulbactam,R,1
Vibrio spp.,cefoperazone/sulbactam,S,39
Vibrio spp.,cefotaxime,I,31
Vibrio spp.,cefotaxime,R,134
Vibrio spp.,cefotaxime,S,1374
Vibrio spp.,cefoxitin,I,100
Vibrio spp.,cefoxitin,R,99
Vibrio spp.,cefoxitin,S,487
Vibrio spp.,ceftazidime,I,22
Vibrio spp.,ceftazidime,R,46
Vibrio spp.,ceftazidime,S,1408
Vibrio spp.,ceftriaxone,I,1
Vibrio spp.,ceftriaxone,R,7
Vibrio spp.,ceftriaxone,S,74
Vibrio spp.,cefuroxime,I,20
Vibrio spp.,cefuroxime,R,43
Vibrio spp.,cefuroxime,S,288
Vibrio spp.,chloramphenicol,I,3
Vibrio spp.,chloramphenicol,R,3
Vibrio spp.,chloramphenicol,S,269
Vibrio spp.,ciprofloxacin,I,65
Vibrio spp.,ciprofloxacin,R,33
Vibrio spp.,ciprofloxacin,S,2104
Vibrio spp.,colistin,R,1
Vibrio spp.,colistin,S,1
Vibrio spp.,ertapenem,I,2
Vibrio spp.,ertapenem,S,47
Vibrio spp.,erythromycin,R,1
Vibrio spp.,erythromycin,S,16
Vibrio spp.,fosfomycin,S,6
Vibrio spp.,gentamicin,I,21
Vibrio spp.,gentamicin,R,25
Vibrio spp.,gentamicin,S,1206
Vibrio spp.,imipenem,I,65
Vibrio spp.,imipenem,R,45
Vibrio spp.,imipenem,S,859
Vibrio spp.,levofloxacin,I,3
Vibrio spp.,levofloxacin,R,11
Vibrio spp.,levofloxacin,S,741
Vibrio spp.,meropenem,I,17
Vibrio spp.,meropenem,R,27
Vibrio spp.,meropenem,S,1048
Vibrio spp.,norfloxacin,S,56
Vibrio spp.,penicillin,S,1
Vibrio spp.,piperacillin/tazobactam,I,18
Vibrio spp.,piperacillin/tazobactam,R,22
Vibrio spp.,piperacillin/tazobactam,S,1073
Vibrio spp.,tetracycline,I,28
Vibrio spp.,tetracycline,R,60
Vibrio spp.,tetracycline,S,861
Vibrio spp.,trimethoprim/sulfamethoxazole,I,7
Vibrio spp.,trimethoprim/sulfamethoxazole,R,185
Vibrio spp.,trimethoprim/sulfamethoxazole,S,1917
