list_tested_classes,count_tested_classes,isolate_count
"Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides",4,14
"Fluoroquinolones, Glycopeptides, Macrolides, Phenicol",4,14
"Aminoglycosides, Lincosamides, Lipoglycopeptides, Penicillins",4,13
"Aminoglycosides, Cephalosporins, Lipopeptides, Penicillins",4,12
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Phenicol",4,12
"Aminoglycosides, Folate pathway antagonists, Lincosamides, Phenicol",4,12
"Carbapenems, Penicillins, Tetracycline, Tetracyclines",4,12
"Cephalosporins, Macrolides, Tetracycline, Tetracyclines",4,12
"Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Macrolides",4,12
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides",4,11
"Carbapenems, Glycopeptides, Macrolides, Penicillins",4,11
"Cephalosporins, Penicillins, Phenicol, β-lactam combination agents",4,11
"Aminoglycosides, Cephalosporins, Macrolides, Penicillins",4,10
"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lincosamides",4,10
"Carbapenems, Glycopeptides, Lincosamides, Penicillins",4,10
"Cephalosporins, Fluoroquinolones, Glycopeptides, β-lactam combination agents",4,10
"Cephalosporins, Glycopeptides, Penicillins, β-lactam combination agents",4,10
"Cephalosporins, Macrolides, Penicillins, β-lactam combination agents",4,10
"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Macrolides",4,9
"Aminoglycosides, Glycopeptides, Tetracycline, Tetracyclines",4,9
"Carbapenems, Cephalosporins, Glycopeptides, Penicillins",4,9
"Fluoroquinolones, Macrolides, Penicillins, Phenicol",4,9
"Lincosamides, Lipoglycopeptides, Macrolides, Phenicol",4,9
"Aminoglycosides, Carbapenems, Folate pathway antagonists, Penicillins",4,8
"Carbapenems, Cephalosporins, Folate pathway antagonists, Phenicol",4,8
"Folate pathway antagonists, Glycopeptides, Tetracycline, Tetracyclines",4,8
"Lipoglycopeptides, Macrolides, Penicillins, Phenicol",4,8
"Aminoglycosides, Carbapenems, Fluoroquinolones, Penicillins",4,7
"Aminoglycosides, Fluoroquinolones, Lipoglycopeptides, Macrolides",4,7
"Aminoglycosides, Glycopeptides, Lipoglycopeptides, Macrolides",4,7
"Aminoglycosides, Glycopeptides, Macrolides, β-lactam combination agents",4,7
"Aminoglycosides, Lincosamides, Lipoglycopeptides, Macrolides",4,7
"Carbapenems, Fluoroquinolones, Glycopeptides, Penicillins",4,7
"Cephalosporins, Folate pathway antagonists, Macrolides, Phenicol",4,7
"Fluoroquinolones, Folate pathway antagonists, Macrolides, Phenicol",4,7
"Aminoglycosides, Carbapenems, Folate pathway antagonists, Phenicol",4,6
"Aminoglycosides, Phenicol, Tetracycline, Tetracyclines",4,6
"Cephalosporins, Folate pathway antagonists, Lincosamides, Phenicol",4,6
"Fluoroquinolones, Lincosamides, Tetracycline, Tetracyclines",4,6
"Lincosamides, Macrolides, Penicillins, β-lactam combination agents",4,6
"Lipoglycopeptides, Macrolides, Tetracycline, Tetracyclines",4,6
"Aminoglycosides, Carbapenems, Folate pathway antagonists, Lipopeptides",4,5
"Aminoglycosides, Cephalosporins, Penicillins, Phenicol",4,5
"Aminoglycosides, Folate pathway antagonists, Macrolides, Phenicol",4,5
"Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Penicillins",4,5
"Fluoroquinolones, Macrolides, Penicillins, β-lactam combination agents",4,5
"Folate pathway antagonists, Glycopeptides, Lincosamides, Phenicol",4,5
"Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Penicillins",4,5
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides",4,4
"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides",4,4
"Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides",4,4
"Carbapenems, Cephalosporins, Glycopeptides, Lincosamides",4,4
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Glycopeptides",4,4
"Carbapenems, Fluoroquinolones, Penicillins, Phenicol",4,4
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",4,4
"Cephalosporins, Lincosamides, Penicillins, β-lactam combination agents",4,4
"Cephalosporins, Lipopeptides, Penicillins, β-lactam combination agents",4,4
"Fluoroquinolones, Glycopeptides, Lincosamides, Phenicol",4,4
"Fluoroquinolones, Lipoglycopeptides, Tetracycline, Tetracyclines",4,4
"Folate pathway antagonists, Lincosamides, Penicillins, Phenicol",4,4
"Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides",4,4
"Lincosamides, Phenicol, Tetracycline, Tetracyclines",4,4
"Macrolides, Penicillins, Phenicol, β-lactam combination agents",4,4
"Aminoglycosides, Carbapenems, Cephalosporins, Glycopeptides",4,3
"Aminoglycosides, Carbapenems, Fluoroquinolones, Glycopeptides",4,3
"Aminoglycosides, Cephalosporins, Glycopeptides, Lincosamides",4,3
"Aminoglycosides, Lincosamides, Macrolides, Phenicol",4,3
"Aminoglycosides, Lipoglycopeptides, Penicillins, Phenicol",4,3
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Phenicol",4,3
"Carbapenems, Folate pathway antagonists, Penicillins, Phenicol",4,3
"Carbapenems, Glycopeptides, Lincosamides, Macrolides",4,3
"Aminoglycosides, Carbapenems, Cephalosporins, Lincosamides",4,2
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipopeptides",4,2
"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lipoglycopeptides",4,2
"Aminoglycosides, Fluoroquinolones, Penicillins, Phenicol",4,2
"Aminoglycosides, Folate pathway antagonists, Lipoglycopeptides, Penicillins",4,2
"Aminoglycosides, Lipoglycopeptides, Macrolides, Phenicol",4,2
"Carbapenems, Fluoroquinolones, Lincosamides, Penicillins",4,2
"Carbapenems, Folate pathway antagonists, Phenicol, β-lactam combination agents",4,2
"Carbapenems, Lincosamides, Macrolides, Penicillins",4,2
"Carbapenems, Tetracycline, Tetracyclines, β-lactam combination agents",4,2
"Cephalosporins, Fluoroquinolones, Lipoglycopeptides, Penicillins",4,2
"Cephalosporins, Fluoroquinolones, Macrolides, Phenicol",4,2
"Cephalosporins, Tetracycline, Tetracyclines, β-lactam combination agents",4,2
"Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Phenicol",4,2
"Fluoroquinolones, Folate pathway antagonists, Lipopeptides, β-lactam combination agents",4,2
"Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides",4,2
"Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides",4,2
"Folate pathway antagonists, Lipoglycopeptides, Macrolides, Phenicol",4,2
"Glycopeptides, Lipoglycopeptides, Macrolides, Phenicol",4,2
"Aminoglycosides, Carbapenems, Cephalosporins, Phenicol",4,1
"Aminoglycosides, Carbapenems, Fluoroquinolones, Phenicol",4,1
"Aminoglycosides, Carbapenems, Folate pathway antagonists, Lincosamides",4,1
"Aminoglycosides, Carbapenems, Glycopeptides, Macrolides",4,1
"Aminoglycosides, Carbapenems, Glycopeptides, Penicillins",4,1
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Phenicol",4,1
"Aminoglycosides, Cephalosporins, Lipoglycopeptides, Macrolides",4,1
"Aminoglycosides, Cephalosporins, Lipoglycopeptides, Penicillins",4,1
"Aminoglycosides, Folate pathway antagonists, Lincosamides, Lipoglycopeptides",4,1
"Aminoglycosides, Folate pathway antagonists, Lipoglycopeptides, Macrolides",4,1
"Aminoglycosides, Glycopeptides, Lipoglycopeptides, Phenicol",4,1
"Aminoglycosides, Lincosamides, Lipoglycopeptides, Phenicol",4,1
"Aminoglycosides, Lipoglycopeptides, Tetracycline, Tetracyclines",4,1
"Aminoglycosides, Lipopeptides, Penicillins, β-lactam combination agents",4,1
"Aminoglycosides, Macrolides, Penicillins, β-lactam combination agents",4,1
"Carbapenems, Cephalosporins, Fluoroquinolones, Lincosamides",4,1
"Carbapenems, Cephalosporins, Fluoroquinolones, Macrolides",4,1
"Carbapenems, Cephalosporins, Folate pathway antagonists, Lipoglycopeptides",4,1
"Carbapenems, Cephalosporins, Lincosamides, Penicillins",4,1
"Carbapenems, Folate pathway antagonists, Glycopeptides, β-lactam combination agents",4,1
"Carbapenems, Glycopeptides, Tetracycline, Tetracyclines",4,1
"Carbapenems, Lincosamides, Tetracycline, Tetracyclines",4,1
"Carbapenems, Lipopeptides, Tetracycline, Tetracyclines",4,1
"Carbapenems, Macrolides, Tetracycline, Tetracyclines",4,1
"Cephalosporins, Fluoroquinolones, Glycopeptides, Lipoglycopeptides",4,1
"Cephalosporins, Fluoroquinolones, Macrolides, β-lactam combination agents",4,1
"Cephalosporins, Folate pathway antagonists, Lipoglycopeptides, Penicillins",4,1
"Cephalosporins, Lincosamides, Lipopeptides, Macrolides",4,1
"Cephalosporins, Lincosamides, Macrolides, β-lactam combination agents",4,1
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides",4,1
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Phenicol",4,1
"Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Macrolides",4,1
"Fluoroquinolones, Glycopeptides, Lipopeptides, Penicillins",4,1
"Fluoroquinolones, Lincosamides, Lipoglycopeptides, Macrolides",4,1
"Fluoroquinolones, Lincosamides, Penicillins, Phenicol",4,1
"Fluoroquinolones, Lipopeptides, Penicillins, β-lactam combination agents",4,1
"Fluoroquinolones, Tetracycline, Tetracyclines, β-lactam combination agents",4,1
"Folate pathway antagonists, Glycopeptides, Penicillins, β-lactam combination agents",4,1
"Folate pathway antagonists, Lipoglycopeptides, Macrolides, Penicillins",4,1
"Folate pathway antagonists, Penicillins, Phenicol, β-lactam combination agents",4,1
"Glycopeptides, Lincosamides, Lipopeptides, Macrolides",4,1
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, β-lactam combination agents",5,226445
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides",5,55560
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",5,44167
"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins",5,23693
"Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, β-lactam combination agents",5,17600
"Aminoglycosides, Carbapenems, Cephalosporins, Penicillins, β-lactam combination agents",5,16269
"Fluoroquinolones, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",5,16063
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",5,13917
"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins",5,13850
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides",5,13819
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, β-lactam combination agents",5,12390
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",5,9679
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",5,8865
"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides",5,8271
"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",5,4599
"Aminoglycosides, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",5,4588
"Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",5,4372
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",5,4305
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",5,3834
"Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",5,3178
"Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Phenicol",5,2920
"Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins",5,2822
"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",5,2812
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins",5,2794
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides",5,2683
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides",5,2545
"Aminoglycosides, Carbapenems, Fluoroquinolones, Folate pathway antagonists, β-lactam combination agents",5,2450
"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",5,2314
"Aminoglycosides, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins",5,1982
"Aminoglycosides, Carbapenems, Fluoroquinolones, Lipopeptides, β-lactam combination agents",5,1975
"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins",5,1964
"Aminoglycosides, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins",5,1814
"Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, β-lactam combination agents",5,1707
"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides",5,1678
"Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines",5,1609
"Glycopeptides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",5,1595
"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins",5,1507
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol",5,1448
"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins",5,1435
"Aminoglycosides, Glycopeptides, Lincosamides, Macrolides, Penicillins",5,1417
"Cephalosporins, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",5,1305
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides",5,1276
"Aminoglycosides, Glycopeptides, Macrolides, Penicillins, Phenicol",5,1272
"Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins",5,1237
"Carbapenems, Cephalosporins, Folate pathway antagonists, Tetracycline, Tetracyclines",5,1232
"Folate pathway antagonists, Lincosamides, Macrolides, Tetracycline, Tetracyclines",5,1226
"Aminoglycosides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",5,1161
"Carbapenems, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins",5,1150
"Fluoroquinolones, Macrolides, Penicillins, Tetracycline, Tetracyclines",5,1144
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",5,1132
"Cephalosporins, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines",5,1005
"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides",5,994
"Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Phenicol",5,931
"Aminoglycosides, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins",5,905
"Cephalosporins, Lincosamides, Macrolides, Penicillins, Phenicol",5,891
"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins",5,847
"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins",5,827
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipopeptides, β-lactam combination agents",5,824
"Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",5,800
"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins",5,799
"Cephalosporins, Lincosamides, Macrolides, Tetracycline, Tetracyclines",5,733
"Aminoglycosides, Cephalosporins, Lincosamides, Macrolides, Penicillins",5,717
"Aminoglycosides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",5,708
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides",5,680
"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines",5,654
"Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",5,636
"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Penicillins",5,585
"Aminoglycosides, Fluoroquinolones, Lincosamides, Macrolides, Penicillins",5,505
"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines",5,484
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Tetracycline, Tetracyclines",5,479
"Cephalosporins, Glycopeptides, Lincosamides, Penicillins, β-lactam combination agents",5,451
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipopeptides, β-lactam combination agents",5,440
"Aminoglycosides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",5,439
"Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",5,398
"Aminoglycosides, Carbapenems, Cephalosporins, Lipopeptides, Penicillins",5,389
"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Macrolides",5,376
"Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",5,376
"Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol",5,368
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Penicillins",5,362
"Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",5,355
"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines",5,352
"Cephalosporins, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",5,352
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Macrolides, Penicillins",5,349
"Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Phenicol",5,346
"Glycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",5,330
"Aminoglycosides, Cephalosporins, Glycopeptides, Lincosamides, Macrolides",5,297
"Fluoroquinolones, Folate pathway antagonists, Phenicol, Tetracycline, Tetracyclines",5,286
"Cephalosporins, Lincosamides, Macrolides, Penicillins, β-lactam combination agents",5,265
"Cephalosporins, Glycopeptides, Macrolides, Penicillins, Phenicol",5,263
"Aminoglycosides, Carbapenems, Fluoroquinolones, Penicillins, β-lactam combination agents",5,261
"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Tetracycline, Tetracyclines",5,260
"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Phenicol",5,260
"Aminoglycosides, Fluoroquinolones, Lipoglycopeptides, Macrolides, Penicillins",5,256
"Glycopeptides, Lincosamides, Penicillins, Tetracycline, Tetracyclines",5,250
"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides",5,243
"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides",5,239
"Cephalosporins, Folate pathway antagonists, Phenicol, Tetracycline, Tetracyclines",5,239
"Aminoglycosides, Folate pathway antagonists, Macrolides, Penicillins, Phenicol",5,232
"Cephalosporins, Penicillins, Phenicol, Tetracycline, Tetracyclines",5,232
"Cephalosporins, Macrolides, Penicillins, Tetracycline, Tetracyclines",5,227
"Glycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",5,226
"Aminoglycosides, Carbapenems, Cephalosporins, Tetracycline, Tetracyclines",5,225
